id,title,datetime,end_time,status,event_type,is_online,attendees_count,max_tickets,venue_name,venue_address,venue_city,venue_country,creator_name,event_url,featured_photo_url,created_time,rsvp_state
301021646,Data Science Pit Stop @ Braga,2024-06-03T18:30:00+01:00,2024-06-03T19:30:00+01:00,PAST,PHYSICAL,False,6,20,Café-Concerto RUM by Mavy,,Braga,pt,DSPT,https://www.meetup.com/datascienceportugal/events/301021646/,https://secure.meetupstatic.com/photos/event/1/5/9/b/highres_519305531.jpeg,2024-05-14T15:24:09-04:00,PAST
300714144,Hands-on with LlamaIndex: First Steps for Retrieval-Augmented Generation (RAG),2024-05-29T18:30:00+01:00,2024-05-29T20:30:00+01:00,PAST,PHYSICAL,False,25,0,University of Aveiro,Universidade de Aveiro,Aveiro,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/300714144/,https://secure.meetupstatic.com/photos/event/2/0/b/4/highres_520748372.jpeg,2024-04-29T08:03:06-04:00,PAST
300435680,Open data Initiatives. DSPT & DSSG Portugal @ Porto,2024-05-28T18:30:00+01:00,2024-05-28T20:30:00+01:00,PAST,PHYSICAL,False,47,60,UPTEC,R. Alfredo Allen n.º 455,Porto,pt,Pedro Araujo,https://www.meetup.com/datascienceportugal/events/300435680/,https://secure.meetupstatic.com/photos/event/3/e/3/a/highres_521235930.jpeg,2024-04-15T14:48:43-04:00,PAST
300075966,DSPT#113: AI-Driven Approaches in the Energy Sector @ Porto,2024-05-08T18:15:00+01:00,2024-05-08T21:00:00+01:00,PAST,PHYSICAL,False,52,65,UPTEC,R. Alfredo Allen n.º 455,Porto,pt,Pedro Araujo,https://www.meetup.com/datascienceportugal/events/300075966/,https://secure.meetupstatic.com/photos/event/3/2/5/8/highres_520272888.jpeg,2024-03-28T14:41:26-04:00,PAST
299291353,Data Science Pit Stop @ Braga,2024-05-06T18:30:00+01:00,2024-05-06T19:30:00+01:00,PAST,PHYSICAL,False,3,20,Café-Concerto RUM by Mavy,,Braga,pt,João Pereira,https://www.meetup.com/datascienceportugal/events/299291353/,https://secure.meetupstatic.com/photos/event/1/5/9/b/highres_519305531.jpeg,2024-02-19T08:12:11-05:00,PAST
298087181,Data Science Pit Stop @ Braga,2024-04-01T18:30:00+01:00,2024-04-01T19:30:00+01:00,PAST,PHYSICAL,False,9,20,Café-Concerto RUM by Mavy,,Braga,pt,João Pereira,https://www.meetup.com/datascienceportugal/events/298087181/,https://secure.meetupstatic.com/photos/event/1/5/9/b/highres_519305531.jpeg,2023-12-22T08:25:51-05:00,PAST
299589791,DSPT#112: Consistency and Cost within XAI,2024-03-13T18:30:00Z,2024-03-13T20:30:00Z,PAST,PHYSICAL,False,23,0,"DETI - Departamento de Electrónica, Telecomunicações e Informática",,Aveiro,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/299589791/,https://secure.meetupstatic.com/photos/event/e/3/a/5/highres_519538277.jpeg,2024-03-04T09:31:16-05:00,PAST
299332168,DSPT#111: Causal Discovery and Deep Learning (Braga),2024-03-05T18:15:00Z,2024-03-05T20:15:00Z,PAST,PHYSICAL,False,14,20,F3M Information Systems S.A.,R. de Linhares,Braga,pt,DSPT,https://www.meetup.com/datascienceportugal/events/299332168/,https://secure.meetupstatic.com/photos/event/2/3/5/1/highres_519309041.jpeg,2024-02-21T07:49:36-05:00,PAST
299124082,Data Science Pit Stop @ Braga,2024-03-04T18:30:00Z,2024-03-04T19:30:00Z,PAST,PHYSICAL,False,5,20,Café-Concerto RUM by Mavy,,Braga,pt,João Pereira,https://www.meetup.com/datascienceportugal/events/299124082/,https://secure.meetupstatic.com/photos/event/1/5/9/b/highres_519305531.jpeg,2024-02-10T16:55:28-05:00,PAST
298435569,Data Science Pit Stop @ Braga,2024-02-05T18:30:00Z,2024-02-05T19:30:00Z,PAST,PHYSICAL,False,7,20,Café-Concerto RUM by Mavy,,Braga,pt,João Pereira,https://www.meetup.com/datascienceportugal/events/298435569/,https://secure.meetupstatic.com/photos/event/b/d/d/6/highres_516348598.jpeg,2024-01-09T06:03:09-05:00,PAST
297810265,Data Science Pit Stop @ Braga,2024-01-08T18:30:00Z,2024-01-08T19:30:00Z,PAST,PHYSICAL,False,17,20,Café-Concerto RUM by Mavy,,Braga,pt,João Pereira,https://www.meetup.com/datascienceportugal/events/297810265/,https://secure.meetupstatic.com/photos/event/b/d/d/6/highres_516348598.jpeg,2023-12-07T05:52:30-05:00,PAST
297611267,Data Science Portugal - Porto Holiday Season Dinner,2023-12-19T19:30:00Z,2023-12-19T22:30:00Z,PAST,PHYSICAL,False,7,40,Espiga - Galeria De Arte e Bar,R. de Clemente Meneres 65A,Porto,pt,Núria Amorim Duarte,https://www.meetup.com/datascienceportugal/events/297611267/,https://secure.meetupstatic.com/photos/event/c/c/c/8/highres_517552424.jpeg,2023-11-27T04:29:57-05:00,PAST
297789108,DSPT#110: Unveiling Network Threats: Anomaly Detection in IDS - Workshop,2023-12-13T18:30:00Z,2023-12-13T20:30:00Z,PAST,PHYSICAL,False,21,0,"DETI - Departamento de Electrónica, Telecomunicações e Informática",,Aveiro,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/297789108/,https://secure.meetupstatic.com/photos/event/d/3/6/5/highres_517734117.jpeg,2023-12-06T05:09:59-05:00,PAST
297543851,DSPT#109 | Pushing the Limits: From Kaggle and Experimentation to Production,2023-12-06T18:00:00Z,2023-12-06T20:00:00Z,PAST,PHYSICAL,False,38,50,Le Wagon Lisboa - Escola de Programação,Rua do Conde de Redondo 91B,Lisboa,pt,Miguel Vera-Bernal,https://www.meetup.com/datascienceportugal/events/297543851/,https://secure.meetupstatic.com/photos/event/a/8/b/4/highres_517483188.jpeg,2023-11-23T13:39:41-05:00,PAST
297361612,Data Science Pit Stop @ Braga,2023-12-04T18:30:00Z,2023-12-04T19:30:00Z,PAST,PHYSICAL,False,6,20,Café-Concerto RUM by Mavy,,Braga,pt,João Pereira,https://www.meetup.com/datascienceportugal/events/297361612/,https://secure.meetupstatic.com/photos/event/b/d/d/6/highres_516348598.jpeg,2023-11-14T15:16:13-05:00,PAST
297232475,"DSPT#108 LLMs Unfolded: APIs, Semantic Search, Agents and Advanced Fine-Tuning",2023-11-22T18:30:00Z,2023-11-22T20:30:00Z,PAST,PHYSICAL,False,41,50,Jumia Porto Tech Center,R. de Ricardo Severo 3,Porto,pt,Daniel Prista,https://www.meetup.com/datascienceportugal/events/297232475/,https://secure.meetupstatic.com/photos/event/2/5/d/c/highres_517269692.jpeg,2023-11-08T06:24:27-05:00,PAST
296553233,Data Science Pit Stop @ Braga,2023-11-06T18:30:00Z,2023-11-06T19:30:00Z,PAST,PHYSICAL,False,16,20,Café-Concerto RUM by Mavy,,Braga,pt,DSPT,https://www.meetup.com/datascienceportugal/events/296553233/,https://secure.meetupstatic.com/photos/event/b/d/d/6/highres_516348598.jpeg,2023-10-05T05:14:36-04:00,PAST
296659544,"DSPT#107: AIOps, MLOps, DataOps: Making sense of it all",2023-10-18T18:30:00+01:00,2023-10-18T20:30:00+01:00,PAST,PHYSICAL,False,33,0,PCI · Creative Science Park – Aveiro Region,Via do Conhecimento,Ílhavo,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/296659544/,https://secure.meetupstatic.com/photos/event/d/f/0/b/highres_516477099.jpeg,2023-10-10T12:44:50-04:00,PAST
296408588,DSPT#106: From Code to Conversation: Exploring AI in Software Dev & Podcasts,2023-10-18T18:00:00+01:00,2023-10-18T20:00:00+01:00,PAST,PHYSICAL,False,44,50,Le Wagon Lisboa - Escola de Programação,Rua do Conde de Redondo 91B,Lisboa,pt,Miguel Vera-Bernal,https://www.meetup.com/datascienceportugal/events/296408588/,https://secure.meetupstatic.com/photos/event/d/f/d/e/highres_516357310.jpeg,2023-09-28T14:35:53-04:00,PAST
296514399,DSPT#105 Is this shirt a good fit? Drive AI into FIT fashion,2023-10-17T18:30:00+01:00,2023-10-17T20:30:00+01:00,PAST,PHYSICAL,False,20,50,FCUP Department of Computer Sciences,Rua do Campo Alegre,Porto,pt,Pedro Araujo,https://www.meetup.com/datascienceportugal/events/296514399/,https://secure.meetupstatic.com/photos/event/2/e/d/b/highres_516371995.jpeg,2023-10-03T13:21:29-04:00,PAST
295742659,DSPT#104 How to start a career in Data Science and AI in 2023,2023-09-13T18:30:00+01:00,2023-09-13T20:30:00+01:00,PAST,PHYSICAL,False,58,70,Founders Founders,R. de Godim 389,Porto,pt,Pedro Araujo,https://www.meetup.com/datascienceportugal/events/295742659/,https://secure.meetupstatic.com/photos/event/3/9/4/2/highres_515534658.jpeg,2023-08-28T15:05:33-04:00,PAST
294766354,Sustainable AI: AI Environmental Impact & Scalability,2023-07-25T18:30:00+01:00,2023-07-25T20:30:00+01:00,PAST,PHYSICAL,False,59,80,UPTEC,R. Alfredo Allen n.º 455,Porto,pt,David Silva,https://www.meetup.com/datascienceportugal/events/294766354/,https://secure.meetupstatic.com/photos/event/3/c/b/6/highres_514515542.jpeg,2023-07-12T14:45:32-04:00,PAST
292107472,"DSPT#103: ""Machine Learning Platform thinking"" with DevOps Aveiro",2023-03-23T18:30:00Z,2023-03-23T20:30:00Z,PAST,PHYSICAL,False,33,0,"Vulcano - Bosch Thermotechnology, S.A.",R. Vale Caseiro 149,Cacia,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/292107472/,https://secure.meetupstatic.com/photos/event/5/5/d/2/highres_511161970.jpeg,2023-03-08T07:50:45-05:00,PAST
292074725,DSPT#102 Visual Similarity with Deep Triplet Quantization Application to Fashion,2023-03-16T18:30:00Z,2023-03-16T20:30:00Z,PAST,PHYSICAL,False,51,80,adidas Porto,R. do Castanhal,Moreira,pt,David Silva,https://www.meetup.com/datascienceportugal/events/292074725/,https://secure.meetupstatic.com/photos/event/c/4/8/a/highres_511130314.jpeg,2023-03-06T14:33:25-05:00,PAST
291453823,DSPT#101:AI in Medical Imaging-how to make models more robust and generalizable?,2023-02-23T18:00:00Z,2023-02-23T20:00:00Z,PAST,PHYSICAL,False,25,70,Av. 24 de Julho 68,Av. 24 de Julho 68,Lisboa,pt,Miguel Vera-Bernal,https://www.meetup.com/datascienceportugal/events/291453823/,https://secure.meetupstatic.com/photos/event/8/5/4/c/highres_510454124.jpeg,2023-02-06T16:31:15-05:00,PAST
289776292,DSPT#100 Where did I put my keys? or an overview on Multiple Instance Learning,2022-11-23T18:30:00Z,2022-11-23T20:30:00Z,PAST,PHYSICAL,False,27,65,Porto Innovation Hub,Largo do Dr. Tito Fontes 15,Porto,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/289776292/,https://secure.meetupstatic.com/photos/event/3/c/5/b/highres_508635451.jpeg,2022-11-15T17:27:27-05:00,PAST
289163882,DSPT#99 Learning from physiological signals,2022-10-25T18:30:00+01:00,2022-10-25T20:30:00+01:00,PAST,PHYSICAL,False,37,0,Altice Labs,Rua Engenheiro José Ferreira Pinto Basto,Aveiro,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/289163882/,https://secure.meetupstatic.com/photos/event/8/b/3/4/highres_507875636.jpeg,2022-10-17T06:47:35-04:00,PAST
288495999,DSPT#98: Effective Mobile Ads with AI,2022-09-29T18:30:00+01:00,2022-09-29T20:30:00+01:00,PAST,PHYSICAL,False,29,70,Le Wagon Lisboa - Escola de Programação,Rua do Conde de Redondo 91B,Lisboa,pt,Ana Guedes,https://www.meetup.com/datascienceportugal/events/288495999/,https://secure.meetupstatic.com/photos/event/e/3/7/1/highres_507058225.jpeg,2022-09-15T04:33:23-04:00,PAST
287207573,DSPT#97: Hack the newsroom: How data-driven journalism is changing the news,2022-07-28T18:30:00+01:00,2022-07-28T20:30:00+01:00,PAST,PHYSICAL,False,63,66,Critical TechWorks,R. Dr. António Luís Gomes 10,Porto,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/287207573/,https://secure.meetupstatic.com/photos/event/e/0/7/9/highres_505557465.jpeg,2022-07-15T10:49:41-04:00,PAST
286417249,DSPT#96: From the Ground Up: Building a Data Science Team,2022-06-14T18:30:00+01:00,2022-06-14T20:30:00+01:00,PAST,PHYSICAL,False,34,70,"Vulcano - Bosch Thermotechnology, S.A.",R. Vale Caseiro 149,Cacia,pt,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/286417249/,https://secure.meetupstatic.com/photos/event/2/e/1/9/highres_504671801.jpeg,2022-06-07T09:36:50-04:00,PAST
286131924,DSPT#95: How to tackle Interconnect Bypass Fraud ,2022-05-31T18:30:00+01:00,2022-05-31T20:00:00+01:00,PAST,ONLINE,True,21,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/286131924/,https://secure.meetupstatic.com/photos/event/a/9/d/0/highres_504343472.jpeg,2022-05-25T05:13:55-04:00,PAST
285235902,"DSPT#94: Data Lakehouse for Simpler, Faster and More Integrated Data Science",2022-04-27T18:30:00+01:00,2022-04-27T20:30:00+01:00,PAST,ONLINE,True,99,0,Online event,,,,Diogo Ferreira,https://www.meetup.com/datascienceportugal/events/285235902/,https://secure.meetupstatic.com/photos/event/b/d/highres_503520189.jpeg,2022-04-12T17:00:29-04:00,PAST
285145129,"DSPT#93:A Multi-Cloud Infrastructure with Kubernetes,Prometheus and CNCF Project",2022-04-13T18:30:00+01:00,2022-04-13T20:30:00+01:00,PAST,ONLINE,True,37,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/285145129/,https://secure.meetupstatic.com/photos/event/4/b/2/9/highres_503239241.jpeg,2022-04-08T04:52:39-04:00,PAST
283487995,"DSPT#92 - COVID-19 pandemic in the age of data science, what have we learned?",2022-02-02T18:30:00Z,2022-02-02T20:30:00Z,PAST,ONLINE,True,46,0,Online event,,,,Isabel Chaves,https://www.meetup.com/datascienceportugal/events/283487995/,https://secure.meetupstatic.com/photos/event/8/5/9/f/highres_501634207.jpeg,2022-01-25T15:20:05-05:00,PAST
283221311,DSPT#91 Webinar- Convince your boss to invest in MLOps,2022-01-19T18:00:00Z,2022-01-19T20:00:00Z,PAST,ONLINE,True,89,0,Online event,,,,Isabel Chaves,https://www.meetup.com/datascienceportugal/events/283221311/,https://secure.meetupstatic.com/photos/event/d/5/8/7/highres_501354663.jpeg,2022-01-12T12:24:34-05:00,PAST
282131292,Tutorial #2 - Managing the ML lifecycle with Mlflow,2021-12-09T18:30:00Z,2021-12-09T20:00:00Z,PAST,ONLINE,True,62,0,Online event,,,,Diogo Ferreira,https://www.meetup.com/datascienceportugal/events/282131292/,https://secure.meetupstatic.com/photos/event/9/7/9/8/highres_500558808.jpeg,2021-11-16T19:53:46-05:00,PAST
282139721,DSPT#90 Webinar- My Computer Vision Journey (so far),2021-11-24T18:30:00Z,2021-11-24T20:00:00Z,PAST,ONLINE,True,62,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/282139721/,https://secure.meetupstatic.com/photos/event/e/8/a/c/highres_500279564.jpeg,2021-11-17T07:15:36-05:00,PAST
281050745,DSPT#89 Webinar- Learning to see in 3D,2021-10-06T18:30:00+01:00,2021-10-06T20:30:00+01:00,PAST,ONLINE,True,49,0,Online event,,,,Isabel Chaves,https://www.meetup.com/datascienceportugal/events/281050745/,https://secure.meetupstatic.com/photos/event/8/9/0/e/highres_499115086.jpeg,2021-09-27T13:24:04-04:00,PAST
279565892,DSPT#88Webinar- Applied Artificial Intelligence: PAMWater's Case Study,2021-07-27T18:30:00+01:00,2021-07-27T20:00:00+01:00,PAST,ONLINE,True,58,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/279565892/,https://secure.meetupstatic.com/photos/event/c/a/f/0/highres_497631952.jpeg,2021-07-19T08:27:40-04:00,PAST
279292774,AMA #2 - Managing data science teams during the pandemic,2021-07-13T18:30:00+01:00,2021-07-13T20:00:00+01:00,PAST,ONLINE,True,82,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/279292774/,https://secure.meetupstatic.com/photos/event/3/4/1/3/highres_497353331.jpeg,2021-07-06T08:11:12-04:00,PAST
278874781,Tutorial #1 - Primer on Probabilistic Deep Learning,2021-06-24T18:30:00+01:00,2021-06-24T20:00:00+01:00,PAST,ONLINE,True,124,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/278874781/,https://secure.meetupstatic.com/photos/event/8/2/d/b/highres_496953499.jpeg,2021-06-16T10:38:19-04:00,PAST
278594716,DSPT#87Webinar- Non-Intrusive Load Monitoring-A way to reduce energy consumption,2021-06-09T18:30:00+01:00,2021-06-09T20:30:00+01:00,PAST,ONLINE,True,23,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/278594716/,https://secure.meetupstatic.com/photos/event/3/c/3/3/highres_496695411.jpeg,2021-06-03T08:59:06-04:00,PAST
277988073,AMA#1 - Building a Community from the ground up,2021-05-12T18:30:00+01:00,2021-05-12T19:30:00+01:00,PAST,ONLINE,True,58,0,Online event,,,,Diogo Ferreira,https://www.meetup.com/datascienceportugal/events/277988073/,https://secure.meetupstatic.com/photos/event/e/8/1/e/highres_496139422.jpeg,2021-05-04T19:00:49-04:00,PAST
276972360,DSPT#86 Webinar - Finding the imaginary winner of the Euroleague 2019/20,2021-03-31T18:30:00+01:00,2021-03-31T20:30:00+01:00,PAST,ONLINE,True,90,0,Online event,,,,Diogo Ferreira,https://www.meetup.com/datascienceportugal/events/276972360/,https://secure.meetupstatic.com/photos/event/2/4/8/8/highres_495309352.jpeg,2021-03-16T14:45:50-04:00,PAST
276677275,DSPT#85 Webinar: Model interpretability in healthcare,2021-03-10T18:30:00Z,2021-03-10T20:30:00Z,PAST,ONLINE,True,181,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/276677275/,https://secure.meetupstatic.com/photos/event/c/6/a/c/highres_494990860.jpeg,2021-03-01T16:26:13-05:00,PAST
275968710,DSPT#84 Webinar- The rise of MLOps,2021-02-03T18:30:00Z,2021-02-03T20:00:00Z,PAST,ONLINE,True,233,0,Online event,,,,Hugo Silveiro,https://www.meetup.com/datascienceportugal/events/275968710/,https://secure.meetupstatic.com/photos/event/b/2/c/b/highres_494505771.jpeg,2021-01-25T13:55:56-05:00,PAST
275548767,DSPT#83 Webinar- Fairness-Aware Hyperparameter Optimization,2021-01-13T18:30:00Z,2021-01-13T20:30:00Z,PAST,ONLINE,True,117,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/275548767/,https://secure.meetupstatic.com/photos/event/b/6/3/f/highres_494206655.jpeg,2021-01-04T16:57:45-05:00,PAST
274929534,DSPT#82 Webinar - Power BI for Data Science & Machine Learning,2020-12-16T18:30:00Z,2020-12-16T20:00:00Z,PAST,ONLINE,True,236,0,Online event,,,,Joana Raquel Silva,https://www.meetup.com/datascienceportugal/events/274929534/,https://secure.meetupstatic.com/photos/event/9/6/4/9/highres_493778473.jpeg,2020-12-01T16:49:30-05:00,PAST
272184574,DSPT#81 Webinar - DataOps,2020-08-06T18:30:00+01:00,2020-08-06T20:30:00+01:00,PAST,ONLINE,True,122,0,Online event,,,,Joana Raquel Silva,https://www.meetup.com/datascienceportugal/events/272184574/,https://secure.meetupstatic.com/photos/event/3/5/c/d/highres_491533773.jpeg,2020-07-27T10:56:36-04:00,PAST
271845816,DSPT#80 Webinar - Deep Multimodal and Cross-modal Embeddings,2020-07-29T18:30:00+01:00,2020-07-29T20:00:00+01:00,PAST,ONLINE,True,87,0,Online event,,,,Lucas Fischer,https://www.meetup.com/datascienceportugal/events/271845816/,https://secure.meetupstatic.com/photos/event/9/7/3/9/highres_491438713.jpeg,2020-07-10T15:26:49-04:00,PAST
271507007,DSPT#79 Webinar - Making Learning-based Visual Representations more Intelligible,2020-07-09T18:30:00+01:00,2020-07-09T20:30:00+01:00,PAST,ONLINE,True,89,0,Online event,,,,Mafalda Rodrigues,https://www.meetup.com/datascienceportugal/events/271507007/,https://secure.meetupstatic.com/photos/event/2/e/a/9/highres_491111945.jpeg,2020-06-24T20:06:04-04:00,PAST
271161337,DSPT#78 Webinar tutorial: Turn your Jupyter notebooks into pretty web demos,2020-06-18T18:30:00+01:00,2020-06-18T20:00:00+01:00,PAST,ONLINE,True,140,0,Online event,,,,Arian Rodrigo Pasquali,https://www.meetup.com/datascienceportugal/events/271161337/,,2020-06-08T08:55:01-04:00,PAST
270289477,DSPT#77 Webinar - Curating a COVID-19 data repository: tales and technicalities,2020-05-07T18:30:00+01:00,2020-05-07T20:00:00+01:00,PAST,ONLINE,True,131,0,Online event,,,,Joana Raquel Silva,https://www.meetup.com/datascienceportugal/events/270289477/,https://secure.meetupstatic.com/photos/event/5/1/3/d/highres_490280797.jpeg,2020-04-27T05:37:57-04:00,PAST
